IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP64;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP284;IP_PROP77;IP_PROP79;IP_PROP80;IP_PROP81;IP_PROP82;IP_PROP273;IP_PROP83;IP_PROP74;IP_PROP265;IP_PROP271;IP_PROP267;IP_PROP76;IP_PROP268;IP_PROP315;IP_PROP316;IP_PROP285;IP_PROP286;IP_PROP276;IP_PROP287;IP_PROP288;IP_PROP289;IP_PROP277;IP_PROP275;IP_PROP272;IP_PROP269;IP_PROP270;IP_PROP75;IP_PROP78;IP_PROP290;IP_PROP314;IP_PROP291;IP_PROP292;IP_PROP293;IP_PROP294;IP_PROP295;IP_PROP296;IP_PROP297;IP_PROP298;IP_PROP299;IP_PROP317;IP_PROP300;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/7f1/7f1185e7315da2db30141cb650d91511.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответствии Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/7f1/7f1185e7315da2db30141cb650d91511.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/7f1/7f1185e7315da2db30141cb650d91511.jpg;https://yarskmebel.tmweb.ru/upload/docs/Наличие регистрационного удостоверения на медицинское изделие Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/7f1/7f1185e7315da2db30141cb650d91511.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по сборке Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/7f1/7f1185e7315da2db30141cb650d91511.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по установке трейзера Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/7f1/7f1185e7315da2db30141cb650d91511.jpg;https://yarskmebel.tmweb.ru/upload/docs/Лицензия на производство медицинской техники Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/0bd/0bdd6560829a3e7963f8c08def241044.jpg;https://yarskmebel.tmweb.ru/upload/docs/Декларация о соответствии Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/0bd/0bdd6560829a3e7963f8c08def241044.jpg;https://yarskmebel.tmweb.ru/upload/docs/Сертификат соответствия Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/0bd/0bdd6560829a3e7963f8c08def241044.jpg;https://yarskmebel.tmweb.ru/upload/docs/Наличие регистрационного удостоверения на медицинское изделие Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
1027;Медицинский шкаф HILFE МД 1 1650/SS;https://www.safe.ru/upload/resize_cache/iblock/7f1/240_240_1/7f1185e7315da2db30141cb650d91511.jpg;;html;shkaf-meditsinskiy-hilfe-md-1-1650-ss;html;https://www.safe.ru/upload/iblock/faf/fafc4f8b7a070a646e23f9138d115ced.jpg;"<div class=""text-block""><p>Предназначены для хранения медикаментов, инструментов,больничных документов, карточек пациентов в медицинских учреждениях и организациях.</p><ul><li> изготовлены из стали, толщина корпуса 0,6мм, толщина двери 0,7мм</li><li>эргономичные ручки</li><li> комплектуются ключевыми замками  HILFE (2000 комбинаций), (замок устанавливается только на металлические двери)</li><li> максимальная нагрузка на полку - 30 кг</li><li> поставляются в разобранном виде, в комплект поставки входят четыре регулируемые опоры (минимальная высота – 100 мм, максимальная высота – 130 мм)</li><li> опция: установка трейзера. Трейзер изготовлен из стали 0,8 мм. Модель трейзера МД 1 1650</li><li> максимальная высота с установленными регулируемыми опорами - 1755мм</li><!--<li><a class=""link-download"" href=""/upload/tz/med_shkafy/md_1_1650_ss.pdf""  target=""_blank"">Скачать техническое задание в формате .PDF</a></li>--></ul> </div>";https://www.safe.ru/upload/iblock/0bd/0bdd6560829a3e7963f8c08def241044.jpg;https://yarskmebel.tmweb.ru/upload/docs/Инструкция по сборке Медицинский шкаф HILFE МД 1 1650/SS.pdf;1655/1755;500;320;775x498x280/ 775x498x280;24.9;4;ключевой;белый (RAL 9016);гигиенически безопасное, коррозийно-устойчивое порошковое;2;1 год;ПРОМЕТ;Россия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Медицинская мебель и изделия;Медицинские шкафы;Одностворчатые медицинские шкафы HILFE;11 785;RUB
